Animal	Species	Farm	Yield
173	3	35	10.491473736
2079	4	26	5.8890742033
904	5	66	10.121024627
1240	4	94	12.796715246
1320	3	39	9.1834695564
2829	1	27	1.4489183883
333	1	40	5.1345918653
330	4	69	13.062809531
848	2	39	3.9785764659
811	3	38	8.2212797865
624	5	47	8.1027757712
1900	2	85	17.454452589
2521	2	91	16.29169315
1809	5	40	16.149425763
876	5	11	5.1151505676
255	5	26	5.2518188252
2808	3	40	3.6586607226
2197	3	16	11.20044434
2453	1	77	7.4778403895
2433	2	30	12.046463895
1960	5	59	9.8736291369
2080	5	98	19.996147072
740	4	2	0.5626264451
78	1	88	12.585571411
348	3	70	11.839164856
223	1	79	7.8534896363
1222	2	85	13.865127821
2060	5	32	7.2833302613
856	5	93	12.860630913
54	2	29	5.1007491605
739	1	51	5.8138601639
1621	3	82	5.8513457547
172	2	83	13.251027477
928	1	2	2.8075385215
2959	4	12	6.4692898936
1309	4	15	5.2655262052
2534	4	64	14.256404248
1298	1	35	4.7348684028
694	1	61	7.195719392
2763	1	99	6.5052760347
2854	5	33	12.814804907
1350	4	36	11.575164591
1055	4	82	16.35466828
684	4	48	17.003224238
1012	1	3	2.5750735335
2006	4	32	4.4495034034
2728	5	5	8.2848496743
1729	5	7	5.4652915047
1122	2	37	4.7360429716
1289	1	77	10.309358211
1586	1	78	8.2229133295
166	2	81	13.466106173
2515	3	3	0.6982526435
1963	5	11	3.3933774396
2974	4	83	9.0006540873
193	5	99	17.702049989
504	1	81	10.844968184
2113	1	9	5.184163086
1828	1	61	4.9316150132
577	2	49	8.5852353276
2942	4	35	7.5178157217
266	4	63	5.2754228815
1870	3	25	2.7280075691
2372	3	96	9.7853241982
348	3	70	9.6714872385
1838	3	83	17.480102947
98	1	38	-1.209650567
1016	3	83	9.6862933424
2274	3	9	6.8827756459
1378	3	15	4.2995553626
124	3	2	4.8804520934
2503	5	2	4.3934158683
2164	3	56	10.64875069
960	3	86	10.070729911
1015	1	75	6.6464384779
2976	3	36	11.414966812
2691	3	63	16.742776574
2018	4	92	12.92550781
2894	2	40	6.421533378
809	2	87	9.5288891149
2271	3	29	5.8072537641
2496	3	25	9.4771596215
347	2	3	1.9141965879
2862	5	100	19.047427258
42	4	73	11.976957668
1455	4	43	6.861256301
2610	3	35	4.1371424574
2112	2	73	11.392225202
1125	1	60	5.5277752252
62	5	99	18.659410054
263	1	79	12.291736594
1553	1	48	6.0485968856
2668	4	79	8.0855286011
1443	3	78	3.3970783785
1263	1	48	3.9512961402
1957	2	13	4.4751228257
2403	5	5	2.9685983067
672	3	7	5.7934173024
2862	5	100	19.662844307
1473	1	72	11.023905308
307	1	98	11.273290352
139	5	44	9.6595066618
2110	2	64	6.6313942143
1262	4	64	9.3686994866
713	1	49	8.0233439941
2181	4	13	3.5713662839
1799	4	28	4.9422191688
330	4	69	14.676401551
1620	5	62	13.491367356
2266	2	94	23.793261585
1586	1	78	10.799071758
161	5	74	11.136911436
2370	3	63	6.5161951157
2053	2	89	9.7048328649
2950	3	51	1.4560878982
2736	5	38	9.5520913201
556	4	23	8.9863990314
2950	3	51	9.9354304622
803	5	43	9.6431481501
2964	2	6	-1.329278999
2752	3	91	13.325664278
1022	5	75	16.217159505
2497	4	82	16.03311936
785	2	86	10.391515664
68	4	95	13.655570519
2470	5	89	10.878172858
2553	5	72	12.704474427
202	5	31	6.5455331916
1931	5	18	8.7824679325
2683	4	19	9.1241141693
377	2	1	4.8600951995
1621	3	82	9.2225760083
2705	4	80	13.885932673
1169	1	85	10.31307121
2759	4	42	10.569704628
60	4	55	15.247317341
2999	5	38	12.321956698
28	4	72	15.543382852
644	3	75	16.301848905
1596	4	73	17.105663694
1499	5	6	10.375115121
1366	2	49	9.6414285209
899	4	82	13.630002698
1027	4	47	8.7837547962
457	1	57	5.504303588
1133	4	80	14.795960393
1973	1	49	9.5099643124
1319	2	61	14.435701113
1565	3	31	8.0654876792
930	5	66	13.585562469
119	4	99	15.9493708
1701	1	9	1.525182639
718	4	84	17.271653168
2055	2	90	10.11446176
2788	2	71	8.0282260316
1154	5	21	6.6538994876
89	1	71	4.9120153323
248	1	70	6.555773617
1371	5	91	16.903210209
795	1	78	10.94792953
822	1	73	8.6679550385
7	1	21	3.3028102359
2510	1	60	0.767603239
2380	2	7	-2.47619461
539	2	31	7.4004544347
1888	4	36	4.1740184196
2458	2	7	9.8126287231
1163	3	6	2.2052051385
2406	2	48	10.696958
1870	3	25	6.3927942668
1892	1	70	14.436176001
2988	4	75	7.4622518905
2672	3	73	13.816336012
642	3	72	7.8187496113
1241	2	33	8.5106039025
880	4	55	8.4695793603
46	5	94	18.585011593
585	4	5	3.8461349418
1975	4	10	7.5795379203
856	5	93	16.077788042
925	3	49	7.8386428585
397	2	36	1.8564606984
1125	1	60	10.573684291
290	4	5	9.0444346466
424	3	61	13.418210728
712	1	81	11.709429045
482	3	87	5.961017953
154	3	39	4.7780820007
547	5	29	3.049015527
1369	1	24	3.5523866396
1398	4	25	9.2976086724
1948	4	56	8.3479764726
1840	1	59	17.656886517
1225	3	51	7.3282452435
2829	1	27	-5.578180381
950	5	18	5.1859983107
898	5	96	17.788538921
1781	5	58	7.9396558471
2896	1	47	13.147758887
2797	2	98	17.834206814
1795	3	18	3.4007544385
1933	3	32	8.2710102337
89	1	71	0.347840454
684	4	48	15.674090927
135	2	81	15.212223121
2034	5	72	17.715516833
1050	3	76	10.094410697
2506	3	100	13.101999113
260	1	32	1.930343383
779	3	42	8.3544884401
1256	3	40	9.3177325496
258	4	83	12.7571776
1518	4	36	10.939925195
307	1	98	9.1241644792
575	4	2	0.3386503503
81	3	40	0.8489835112
407	2	5	10.641146779
1452	5	21	6.1766591149
1126	2	92	7.6718808703
2999	5	38	12.348262557
2084	1	24	5.6283635001
1799	4	28	7.3077590131
2693	4	64	7.6828312754
2265	4	64	9.2826976647
219	5	83	14.59156856
1853	4	60	9.8421721298
2881	5	94	17.643020077
1848	2	89	6.4577088693
2576	4	81	11.535782809
194	2	76	10.122340848
1516	1	41	2.1543384022
926	2	20	1.5402899464
427	2	88	15.369221445
2726	4	75	11.57112038
79	1	23	3.0031739464
46	5	94	12.151183148
2027	4	88	14.350890335
938	2	52	10.656848627
1710	1	18	0.261008757
825	4	64	12.079081568
346	3	15	2.6258694556
2639	3	68	9.4545438157
2200	4	83	14.254118329
615	4	31	5.6714785926
295	4	54	3.6523166843
2216	3	91	20.352029185
237	4	40	12.331898807
967	2	50	10.656137084
1130	1	58	4.8032653031
2539	4	48	13.17252007
1346	4	90	15.398871845
1256	3	40	12.922707566
1698	5	95	13.259207749
1358	3	15	0.1975322034
2869	5	20	7.544596626
453	3	45	3.2612120237
1371	5	91	16.451655611
2501	5	71	15.933668991
2614	3	43	8.6822808513
1239	4	60	8.1148303518
2467	4	40	-0.166375001
1684	1	59	10.202766452
1483	2	53	6.5420363903
1443	3	78	6.81816487
2392	5	4	9.7882288715
2474	1	18	6.1992496878
2807	2	11	8.026940814
2503	5	2	7.8858879819
1175	5	62	7.1712053754
965	2	2	10.631360322
1524	1	2	4.7652247413
1933	3	32	8.0684815648
102	4	75	11.697297145
1256	3	40	9.3407217208
2713	1	40	2.0000640026
78	1	88	7.2522514877
1506	5	60	9.0200465197
2019	5	79	7.3562412176
1929	5	51	10.677939659
2415	3	20	10.744933891
2658	4	100	24.230854394
2159	4	82	11.491507594
1629	5	54	12.564303639
2640	4	69	9.2456598334
1386	4	60	9.5653144692
1458	4	84	6.7284891815
2107	4	75	6.1880415073
356	4	32	7.3075325286
2530	1	37	-1.15451729
2243	3	4	7.8574218801
540	4	78	10.731245509
1072	5	73	13.005027181
2691	3	63	11.892836914
609	4	93	8.9423392697
2264	1	14	5.9424936473
1907	5	49	4.9108077339
1874	5	16	4.7851237152
422	3	64	15.141554802
613	3	47	9.2410874911
1522	2	52	9.9592321052
2065	5	92	16.699857999
2654	2	91	13.188677013
2172	5	74	18.645173663
531	1	75	7.9363957705
1349	1	45	13.155721052
2348	3	72	10.373014688
1337	3	38	7.5230655218
2069	2	76	10.595139922
1903	3	50	8.8797760466
1845	5	6	8.2926516354
2879	5	48	9.6872878588
2068	2	29	5.3551731278
284	4	41	7.890355356
2819	4	98	10.062045087
781	3	20	3.0083080926
2564	5	54	16.550747756
1308	2	73	5.961352888
1262	4	64	4.2261512716
1400	1	87	11.984591147
1705	4	50	12.479898198
2491	1	32	6.8732773338
1987	3	58	10.116491532
2602	3	8	3.9480674743
2866	4	77	12.258313702
32	5	64	17.716182212
1601	1	6	0.6423117361
2845	3	98	12.928032267
2848	1	34	7.92168938
1643	4	3	13.245334439
1461	5	5	6.7907178653
1975	4	10	3.1290725714
272	2	71	9.664034409
1624	2	41	8.247912089
2413	4	83	12.598229107
315	5	19	-0.616102584
2522	4	29	14.221500075
85	3	9	5.2255957683
1887	5	44	6.3987829601
633	4	19	9.3712926112
862	1	35	4.3719896621
872	3	42	9.0672840055
1340	5	18	8.7173555653
1175	5	62	7.2484251317
2391	4	53	12.278935219
2716	2	46	8.3519131274
1563	1	47	6.6919629851
2871	3	95	10.716020708
349	5	30	11.820749141
2514	5	88	19.540166628
291	2	100	11.047534445
1592	1	5	-0.551037621
741	2	92	11.955303496
332	3	49	10.766645241
2218	5	67	10.072244505
1025	4	78	11.87799788
2174	4	40	10.486924269
1726	2	45	9.7065930359
1876	5	8	3.7579381065
2292	5	99	14.785079981
2213	4	74	15.978184493
2253	4	3	5.445122645
2964	2	6	4.3159691231
1779	1	40	10.774997086
518	2	14	9.8982356115
530	5	42	7.8867668496
184	2	27	3.1133538111
2686	3	76	12.21331267
2357	2	6	3.7885289539
2914	2	38	6.1158044493
108	1	23	2.8618195957
1078	2	95	11.976838013
210	3	47	12.456808998
2845	3	98	13.8605623
726	2	35	4.9753376194
447	2	98	14.684888755
1436	2	62	5.6526056008
2004	1	13	1.1338731855
2764	5	66	17.240423954
1491	1	3	1.0349765773
2228	4	49	9.6745582521
344	4	8	1.4530568405
2837	5	92	14.211852849
2537	4	21	8.9581851237
1055	4	82	17.63809164
1964	3	19	7.1983662491
239	4	46	11.431113488
1003	3	34	8.2161862659
1314	1	69	1.3265970918
319	4	6	7.064634435
2986	4	84	10.868072077
2815	4	31	3.3332557318
2779	2	14	5.2712928823
2649	3	50	5.6943944477
2880	2	16	4.3852459989
394	4	13	11.490927625
163	5	12	11.071839257
529	3	73	11.965965684
1809	5	40	14.317976214
1973	1	49	3.8906818741
403	5	79	14.930263338
1196	4	45	10.383176058
2445	3	71	4.9101521269
1972	3	75	9.8874322619
756	3	6	6.2615632696
345	5	15	11.368584383
120	5	20	10.800563739
640	4	30	10.714455203
251	3	25	13.271143873
846	4	71	13.452561443
2329	2	67	5.6244195807
1022	5	75	7.084378341
2748	4	8	7.1014958518
2480	1	79	2.2114121536
1497	3	30	4.4115147255
2465	4	48	10.958782342
6	5	36	5.7660455531
22	5	27	7.2780138093
2586	5	97	15.630419069
2004	1	13	4.3538751311
237	4	40	8.4925331649
1891	4	43	12.451562005
1211	3	90	7.8803748784
982	2	56	8.0879638014
452	2	75	14.658482514
2240	4	86	7.2089377076
895	5	27	11.697379121
425	1	38	6.671481555
631	2	24	6.5115257239
1973	1	49	8.8033902094
2401	4	23	3.897770535
1828	1	61	5.6125932001
1571	3	44	14.841784715
959	2	75	7.8514751777
2878	4	94	15.653748101
1493	2	41	4.5080373132
2405	2	73	11.128908997
2249	3	82	13.719140523
2725	2	86	10.389422848
40	1	100	16.979569655
504	1	81	9.1294447731
199	2	78	11.664175709
700	3	17	2.2419572531
52	4	4	-1.051005385
123	5	19	6.2873739419
201	1	56	8.0128003808
1300	4	52	19.986288647
1417	5	93	12.401853723
1984	3	88	17.047611386
1222	2	85	11.728293513
25	2	11	10.436471652
1146	5	58	3.7043588424
1462	4	8	6.1685403054
1531	3	55	9.1707293734
2793	5	36	9.94530669
1364	4	93	11.75651437
2762	5	45	4.2995262229
2593	4	39	7.1080930917
172	2	83	8.8003459736
785	2	86	8.8946756945
2906	4	85	10.653755775
2968	4	90	10.037593387
2036	3	64	11.062290044
2970	3	36	8.5562491973
2922	5	37	10.475586417
2709	2	14	6.366638991
1778	1	19	1.9301163756
61	1	43	5.3291284293
392	4	15	1.1048515242
1593	5	72	13.343007656
2265	4	64	15.507956936
232	1	54	6.9668938278
2602	3	8	5.5547271164
1955	2	41	1.6436505174
37	1	55	3.2135105986
1135	3	34	10.862818516
1740	4	59	13.516346173
1517	2	98	10.564745082
1668	1	88	17.484272593
1136	1	79	6.8769288838
450	3	79	5.7401349986
2599	3	66	10.736829275
333	1	40	6.1112076911
1008	2	82	8.5025997422
432	5	42	5.5270811648
1940	3	68	10.683607955
2881	5	94	12.822220584
2332	4	62	12.201815445
1458	4	84	9.4015880269
2967	1	92	13.367062684
2370	3	63	6.9493642764
1719	5	82	13.575605361
446	4	56	13.735353596
1270	5	33	8.9805560422
255	5	26	8.9286514366
1584	1	53	10.218194178
2703	4	56	11.319796076
449	4	8	11.388312868
2167	4	53	7.8875066697
1146	5	58	6.7810329237
83	2	69	14.931810109
305	4	39	5.2848439873
1549	5	65	12.381650713
979	4	98	20.673823655
1020	1	60	9.7270479952
1669	1	83	3.4081268624
23	3	22	8.2797067504
1759	5	28	18.496408064
119	4	99	9.5588720325
178	5	80	13.821881123
1350	4	36	5.6367541324
1654	2	22	8.5868722992
714	2	32	1.8248990849
1953	2	9	-4.365281151
167	4	4	5.066617777
2091	3	53	7.550171432
1197	3	10	1.3862689514
1034	1	93	8.1456494085
2013	2	92	11.907540326
1685	2	58	6.6452776205
2777	5	41	11.04171387
1793	2	88	8.763046041
65	3	59	7.7745158041
1799	4	28	10.422163831
481	4	99	15.251947415
2785	2	36	5.6595644198
1991	4	98	8.2367688809
2711	4	83	10.830196327
2005	3	77	5.8484607903
2061	3	36	10.167970225
1079	3	75	14.792961228
1274	5	71	8.3994146305
2802	5	18	6.6080879695
1096	4	83	13.35026099
835	1	59	10.115196274
1910	1	52	12.755456882
1802	2	56	7.9071815331
1940	3	68	14.977544027
2148	2	76	11.643185608
1567	3	64	5.996116807
1910	1	52	9.7154284947
300	3	34	9.4491727944
2584	3	74	8.8352070389
403	5	79	14.178546838
118	3	25	8.8383309875
142	2	13	-0.304234758
1069	3	60	9.9531681491
878	1	3	5.3520703093
387	5	49	10.041533024
1482	5	64	13.10680995
1472	4	63	16.642406513
906	3	12	5.2175425439
1043	4	18	10.71071478
1643	4	3	6.9279059729
369	1	69	8.4556238797
2820	1	65	6.0326237578
2617	2	62	8.1968037368
2795	3	60	4.0689103086
555	4	68	9.0730492089
2519	4	33	9.8789828727
2229	5	41	7.1013435924
1521	1	79	9.7281953693
2939	3	75	11.952612239
1485	3	2	0.0489204057
1501	1	84	13.388111808
2617	2	62	7.3919622093
1292	5	74	8.287198198
2077	5	37	5.6447308149
985	4	19	6.2903289554
2336	3	29	7.3378374133
2740	5	70	11.29870561
1899	4	81	19.850305384
1323	5	34	6.5689072881
2672	3	73	11.626770802
2092	1	55	5.3904855452
2881	5	94	19.256209161
574	5	13	9.3138963253
1258	4	70	13.2696536
2241	1	57	4.6622191244
88	3	98	15.707203448
237	4	40	5.0470678223
418	1	53	8.6443259799
2879	5	48	6.1933494979
587	4	98	15.981808475
186	4	36	14.034754425
291	2	100	5.7764448212
2795	3	60	9.859114118
2984	2	12	9.2024818815
801	4	5	1.4949707553
1095	3	44	9.8473901953
1079	3	75	15.133286254
2446	3	96	16.415939473
1853	4	60	8.8891238632
2044	2	28	7.2590973818
1274	5	71	16.696393255
1272	4	44	19.11843051
2938	1	77	9.0170767757
567	2	68	9.0957002553
668	4	82	13.570783472
1763	3	90	15.589708075
2971	4	37	9.8959218262
1890	1	73	5.0044775652
2349	5	37	15.255758355
556	4	23	7.6155203472
1480	5	22	12.702607177
2429	5	16	2.7957369972
1221	4	94	13.04211036
1778	1	19	4.507312727
547	5	29	10.002294215
2951	5	57	14.592174562
1346	4	90	20.250251778
84	2	47	8.2099647657
2702	1	19	13.359553277
2140	5	87	13.925046816
1336	1	98	15.927516838
741	2	92	7.9861819309
1265	3	2	6.1188762767
158	5	13	8.7714436167
2007	4	73	11.150458749
438	2	8	0.1956609883
862	1	35	4.8926078145
2900	4	82	20.81274201
1510	4	78	10.965183317
2073	5	85	13.880799448
2722	2	72	12.338125009
2414	1	7	4.9805980386
1357	3	72	9.8596259254
2901	1	98	12.246292556
364	3	47	10.076989909
1169	1	85	14.204248747
1045	2	84	9.7028248748
95	4	54	9.6740419034
1505	5	12	5.7568607121
404	2	2	-2.511905675
244	5	79	10.239908437
343	1	70	9.1306312549
2739	2	37	9.6856298598
354	5	98	15.733112988
2081	3	40	2.9412832769
1958	2	85	14.762033977
1789	4	75	12.132753976
687	2	82	10.938732575
2022	5	50	9.3146842137
2540	5	27	5.4319750174
2204	3	81	13.670603322
539	2	31	7.8641197803
230	2	80	6.2613667495
1258	4	70	4.0581665638
2685	3	24	5.4907736101
1922	2	77	11.28587777
540	4	78	11.578669109
925	3	49	12.041033592
220	4	64	8.3986705448
836	1	56	4.9636020161
2549	4	54	7.3567218992
1254	1	2	3.00763723
2480	1	79	8.2838218082
1989	3	90	7.6983857386
2113	1	9	4.6222166096
2437	4	20	11.576512548
380	5	100	20.445427772
1217	2	93	18.186022119
2848	1	34	0.7672178657
206	5	58	10.075738979
1442	5	15	8.759800413
1334	5	34	4.7256413232
742	2	78	8.3039896399
1320	3	39	11.803226653
1813	3	71	13.857387803
142	2	13	4.4208249495
1115	1	47	7.4359256655
1251	4	97	21.954788763
2378	1	97	13.289419256
1030	2	94	8.3342641093
2082	3	39	11.516853245
2267	4	99	21.219798545
1887	5	44	9.922568969
1406	1	74	11.848795082
1227	1	95	9.528738864
1017	3	19	8.3511992112
1411	2	18	1.647597052
1893	2	94	9.9899434718
1409	4	59	14.140423072
835	1	59	9.9840641361
971	3	7	4.3955222772
1934	4	79	13.137045744
2746	4	41	12.378741632
2320	1	13	9.0420516367
1153	5	71	16.820288641
2779	2	14	-0.11342424
92	5	72	13.689993342
385	4	68	9.0374650885
2	4	8	7.2871899119
1716	1	96	10.977169149
1410	2	73	9.6485332586
2799	3	89	18.185496656
2525	1	53	4.3662067104
91	5	54	13.535946774
2934	5	48	9.2803402351
89	1	71	3.3640925188
1030	2	94	12.184133374
892	3	77	10.947197487
1677	4	38	6.4513961066
2969	2	41	2.9601581846
248	1	70	10.024649703
614	5	72	15.566031657
260	1	32	0.874204997
2694	4	45	5.9566281206
438	2	8	4.8339953064
483	1	77	9.5527889211
2881	5	94	11.726023361
1171	3	58	11.979174268
147	1	94	8.5824551273
2329	2	67	11.807681195
2533	4	24	13.131407672
35	3	86	9.1869080756
1494	2	16	5.1987877857
2818	4	31	8.1142767076
404	2	2	2.1862693141
1900	2	85	15.622734818
1908	2	73	6.7507548958
2059	3	92	15.460933006
2800	1	66	5.3153914599
54	2	29	10.337583174
436	4	8	15.410699754
1018	1	48	7.3574158024
260	1	32	6.2859242558
209	5	32	4.3259985995
1108	1	53	4.6925672216
1310	1	97	16.385892796
1246	5	10	5.5757933218
2554	3	2	2.8506209461
236	4	22	7.8764730526
2170	4	9	4.5343546483
696	3	49	11.468248995
2501	5	71	18.027507229
1476	3	27	6.1872130168
2427	5	99	14.80797886
1034	1	93	12.428305705
1948	4	56	7.2684486448
622	1	42	10.438889669
639	2	27	2.1976043163
2921	4	19	8.4119563493
1409	4	59	14.625389027
1397	1	99	1.589316481
1475	1	100	16.617788645
1538	3	81	12.69942082
741	2	92	8.5301302688
2456	1	94	14.301309965
893	1	19	3.5561164963
2420	1	4	-1.940922725
1126	2	92	8.6172120226
2843	3	28	2.143416806
78	1	88	9.6795749629
68	4	95	16.019028093
742	2	78	15.975538016
1322	1	12	6.5378493761
1645	4	63	12.882159009
913	2	29	1.9194913134
137	3	88	13.164483075
2675	2	11	6.133662817
317	5	14	0.2390383355
1816	2	33	5.2233858256
315	5	19	-0.458307931
1382	5	23	7.9556127248
2916	2	50	7.9047691657
377	2	1	3.4855569307
1939	1	20	-0.902700354
1050	3	76	8.5102065359
1419	5	89	12.504937367
2026	5	55	13.029625638
1630	4	97	16.215361552
1711	1	69	4.0440275967
2689	2	77	7.2365746341
1023	2	40	10.621619788
367	2	61	8.2713826664
2394	2	30	7.0818756982
97	1	52	6.965645746
1949	2	95	9.6315365966
1154	5	21	2.0743562867
2955	2	43	4.3777959026
565	4	69	4.6730278653
853	1	85	10.007370256
380	5	100	20.111212456
1245	1	38	9.5114902782
1159	5	29	11.288013953
1510	4	78	8.7401379523
582	5	24	7.4715268514
1558	5	98	13.337929022
2967	1	92	9.0253530433
2485	4	63	11.668584822
2929	1	1	7.7054799521
1997	2	23	5.2229845972
2195	5	68	11.030885879
1051	3	53	11.89021387
34	4	6	8.0334963338
595	1	100	12.437678214
94	5	3	9.2686015003
683	2	96	12.87329951
1264	5	89	19.597914443
1151	4	27	2.6161793359
1531	3	55	9.7864173029
247	2	32	8.2805975282
2741	4	98	21.447821312
787	1	76	9.2512091049
2923	5	51	11.508617675
1684	1	59	3.5205692475
2575	2	92	11.01185406
1605	5	91	17.90420669
1249	4	54	9.397159205
2004	1	13	2.7948984364
7	1	21	3.4572357045
495	2	59	8.4317011923
2815	4	31	6.9088220548
219	5	83	19.941264172
216	5	71	11.215612575
2952	4	80	14.376157131
494	1	22	4.0940727853
2536	2	99	13.726671026
2383	3	38	11.861647733
273	2	62	8.942737791
1682	4	51	11.388934215
932	4	34	2.8017480513
1718	2	83	12.316633608
1256	3	40	4.8697110503
2987	3	49	14.820735742
1306	3	30	6.5975593991
141	3	2	2.5459962773
2730	1	75	11.628900509
2939	3	75	7.815274769
2995	4	10	0.2502856771
788	2	43	8.3372876373
2157	4	53	8.710039592
1396	2	73	12.121779702
222	3	30	12.900162998
1297	2	73	10.777888606
2921	4	19	8.9923943996
1098	3	79	12.9617653
2898	3	55	11.67312249
908	2	65	9.1559530237
2015	4	63	8.980101918
2406	2	48	7.8191036077
1405	5	13	1.5435566814
2794	3	34	12.086560234
2266	2	94	13.173646924
1001	4	19	7.3728642605
2771	1	89	4.6130759463
2073	5	85	14.220828379
1631	2	89	3.2940689149
1697	2	20	-0.351798812
1782	1	4	2.0917794436
68	4	95	11.150675019
1294	5	88	25.130664142
1050	3	76	9.6231675498
1325	3	36	7.3149245668
239	4	46	8.4601283964
2908	5	71	14.889994313
1618	3	30	7.817565189
2415	3	20	3.9585947652
135	2	81	13.215652578
2768	1	76	13.788579837
2524	5	58	18.265741757
1532	4	73	13.379251235
1927	4	62	15.081925443
331	5	17	9.5497331713
1092	1	32	11.831391024
624	5	47	12.341955377
801	4	5	1.8513512502
1493	2	41	6.9832696172
175	2	21	11.300627725
968	3	12	5.585307633
1416	5	92	14.792387124
2545	1	81	7.4291204149
2487	5	47	3.6032065887
728	3	45	8.343977408
1173	1	84	9.8780583717
2708	3	73	11.264373453
2430	3	11	5.1061476049
2169	3	60	12.105133525
576	4	33	14.033950713
980	3	34	12.813589102
2289	1	75	4.1759330687
2078	1	53	0.4293166146
2851	4	14	-0.271429638
2101	5	100	19.69143301
644	3	75	13.012725604
2469	3	41	10.628275757
1131	1	56	8.8842645704
1523	4	100	14.847348652
2116	4	69	8.1773926013
365	4	67	15.263641359
2569	2	35	9.1272469641
2054	4	57	13.521523955
1886	4	21	12.958013533
2495	2	93	12.633235348
422	3	64	7.4669411036
1408	4	83	14.263687519
496	2	30	12.368265826
2326	3	80	10.090823743
1651	5	89	15.684363185
1248	5	56	4.7823938164
533	4	50	6.7630412032
1910	1	52	6.3093602928
2862	5	100	21.079539642
1281	4	83	14.729992583
2	4	8	5.9472691757
538	2	88	14.451627307
2199	2	19	-3.939008123
1444	2	36	-4.373892064
1834	4	4	6.8343314615
550	2	69	11.898789089
2655	4	93	13.151465903
845	4	49	7.9098810637
306	1	63	8.9114762128
491	5	84	14.159274331
2547	4	89	14.294983525
2869	5	20	7.3895076078
134	5	8	10.33586218
519	4	10	10.26030668
2586	5	97	17.646028112
32	5	64	15.227007913
2313	2	90	13.329402508
881	4	35	10.503523684
578	5	98	16.065433726
2610	3	35	7.3761335593
2623	2	15	4.5006618793
1083	5	8	10.101141831
2880	2	16	5.7507006053
104	3	91	12.133171405
2484	4	95	11.49816827
1100	4	41	7.5193395622
755	2	23	1.4686472685
39	3	67	7.0786777802
398	3	32	8.6648810634
1062	3	100	12.294013282
278	5	99	15.209793667
871	1	71	3.7020050231
1354	4	66	15.067647608
1028	3	15	7.7472919343
2143	1	26	9.041557911
1667	5	20	6.5159073563
462	1	23	-0.16684707
2030	1	23	6.4493030233
1474	2	4	2.2522400844
1734	3	74	13.463415746
2437	4	20	10.783392597
54	2	29	10.519791495
